beneficiary_id,name,age_group,age_months,gender,region,meals_per_day,food_diversity_score,protein_intake_g,calorie_intake_kcal,attendance_rate,days_since_last_check,risk_score,risk_category,last_updated
BEN02563,Siya Khan,6-12 years,128,Female,Kerala,3,6,46.1,2112.0,0.89,35,20.2,Low,2026-01-03 16:06:13
BEN02564,Riya Desai,3-5 years,57,Female,Rajasthan,3,4,37.4,1904.0,0.97,10,36.8,Medium,2026-01-02 16:06:13
BEN02565,Aditya Shah,0-2 years,22,Male,Karnataka,1,2,29.4,1207.0,0.69,33,81.7,High,2025-12-05 16:06:13
BEN02566,Aditya Rao,6-12 years,138,Male,Kerala,1,3,16.2,1121.0,0.31,3,100.0,High,2025-12-23 16:06:13
BEN02567,Avni Pandey,0-2 years,10,Female,Punjab,3,7,52.4,2122.0,0.76,11,13.5,Low,2025-12-31 16:06:13
BEN02568,Vivaan Patel,3-5 years,56,Male,Andhra Pradesh,2,1,17.1,806.0,0.54,22,100.0,High,2025-12-23 16:06:13
BEN02569,Ishita Mehta,6-12 years,122,Female,Tamil Nadu,4,7,58.6,2042.0,0.96,19,3.2,Low,2026-01-01 16:06:13
BEN02570,Siya Shah,3-5 years,48,Female,Bihar,4,4,55.0,2147.0,0.82,40,15.9,Low,2026-01-03 16:06:13
BEN02571,Siya Patel,3-5 years,57,Female,Rajasthan,3,2,20.6,958.0,0.69,21,72.2,High,2025-12-21 16:06:13
BEN02572,Sara Kumar,13-18 years,209,Female,Tamil Nadu,3,1,19.0,1055.0,0.4,7,92.4,High,2025-12-06 16:06:13
BEN02573,Reyansh Malhotra,3-5 years,51,Male,NCT Delhi,3,4,40.0,1785.0,0.89,20,43.9,Medium,2025-12-08 16:06:13
BEN02574,Avni Iyer,3-5 years,43,Female,Tamil Nadu,2,2,20.3,880.0,0.35,20,100.0,High,2025-12-06 16:06:13
BEN02575,Myra Singh,0-2 years,18,Female,Tamil Nadu,2,1,17.3,1101.0,0.57,30,93.0,High,2025-12-10 16:06:13
BEN02576,Zoya Gupta,3-5 years,51,Female,Jammu and Kashmir,3,4,37.8,1662.0,1.0,33,38.0,Medium,2025-12-31 16:06:13
BEN02577,Avni Chopra,0-2 years,7,Female,Odisha,2,2,13.7,1123.0,0.59,32,92.8,High,2025-12-16 16:06:13
BEN02578,Anika Sharma,3-5 years,56,Female,Jharkhand,3,3,13.1,909.0,0.65,30,77.3,High,2025-12-14 16:06:13
BEN02579,Pari Malhotra,3-5 years,56,Female,Maharashtra,1,1,23.3,913.0,0.68,11,98.2,High,2025-12-19 16:06:13
BEN02580,Ishaan Sharma,0-2 years,13,Male,Bihar,3,7,35.1,1998.0,0.89,18,23.3,Low,2026-01-02 16:06:13
BEN02581,Aditi Gupta,3-5 years,49,Female,Kerala,3,6,40.3,2035.0,0.9,2,14.4,Low,2025-12-18 16:06:13
BEN02582,Dhruv Joshi,6-12 years,107,Male,Punjab,3,5,51.2,2141.0,0.79,41,24.5,Low,2025-12-14 16:06:13
BEN02583,Syed Malhotra,3-5 years,57,Male,Telangana,3,5,43.0,1972.0,0.94,29,28.3,Low,2025-12-23 16:06:13
BEN02584,Angel Yadav,3-5 years,39,Female,Andhra Pradesh,3,7,56.4,1502.0,0.96,26,25.1,Low,2025-12-24 16:06:13
BEN02585,Aditi Iyer,0-2 years,15,Female,West Bengal,3,6,55.5,1884.0,0.95,29,22.4,Low,2025-12-09 16:06:13
BEN02586,Advaith Iyer,0-2 years,20,Male,Andhra Pradesh,3,4,42.5,1897.0,0.9,13,24.0,Low,2025-12-23 16:06:13
BEN02587,Anika Reddy,3-5 years,44,Female,Telangana,3,5,59.5,2056.0,0.75,42,22.0,Low,2025-12-10 16:06:13
BEN02588,Navya Kumar,0-2 years,5,Female,Maharashtra,2,2,22.7,837.0,0.53,8,85.3,High,2025-12-23 16:06:13
BEN02589,Arjun Yadav,0-2 years,4,Male,Andhra Pradesh,3,6,35.8,2011.0,0.76,5,33.6,Medium,2025-12-25 16:06:13
BEN02590,Aditya Kumar,3-5 years,50,Male,Jammu and Kashmir,2,5,36.8,2071.0,0.98,3,55.1,Medium,2025-12-10 16:06:13
BEN02591,Ishita Malhotra,0-2 years,23,Female,Karnataka,2,3,25.3,918.0,0.36,44,100.0,High,2025-12-31 16:06:13
BEN02592,Ananya Malhotra,3-5 years,39,Female,West Bengal,3,6,38.0,2123.0,0.86,38,32.8,Medium,2025-12-08 16:06:13
BEN02593,Sara Joshi,0-2 years,8,Female,Gujarat,2,1,15.5,816.0,0.45,7,98.9,High,2026-01-01 16:06:13
BEN02594,Ishita Rao,6-12 years,72,Female,Andhra Pradesh,3,4,55.4,1741.0,0.97,18,26.6,Low,2025-12-14 16:06:13
BEN02595,Reyansh Rao,3-5 years,37,Male,Chhattisgarh,2,7,48.7,1668.0,0.84,2,18.0,Low,2025-12-17 16:06:13
BEN02596,Aarav Mehta,3-5 years,41,Male,Maharashtra,2,6,38.2,1811.0,0.86,30,46.4,Medium,2025-12-19 16:06:13
BEN02597,Pari Joshi,3-5 years,44,Female,Madhya Pradesh,3,4,43.5,1614.0,0.87,8,12.1,Low,2025-12-14 16:06:13
BEN02598,Syed Malhotra,13-18 years,197,Male,West Bengal,4,6,59.7,1944.0,0.84,6,6.9,Low,2025-12-18 16:06:13
BEN02599,Arnav Nair,6-12 years,101,Male,Odisha,3,5,57.5,2083.0,0.76,0,24.9,Low,2025-12-08 16:06:13
BEN02600,Atharva Sharma,3-5 years,57,Male,Andhra Pradesh,3,5,50.9,1862.0,0.9,23,18.7,Low,2025-12-10 16:06:13
BEN02601,Ved Pandey,0-2 years,15,Male,Assam,2,2,24.4,903.0,0.48,43,100.0,High,2025-12-12 16:06:13
BEN02602,Pranav Shah,0-2 years,24,Male,Chhattisgarh,1,3,15.0,1039.0,0.67,27,91.3,High,2025-12-23 16:06:13
BEN02603,Arjun Joshi,6-12 years,101,Male,Bihar,2,4,39.3,2107.0,0.89,36,58.8,Medium,2025-12-18 16:06:13
BEN02604,Krishna Singh,6-12 years,83,Male,NCT Delhi,2,7,35.1,1911.0,0.9,10,24.1,Low,2025-12-14 16:06:13
BEN02605,Pihu Pandey,3-5 years,38,Female,Telangana,1,2,29.1,1188.0,0.46,30,99.4,High,2025-12-27 16:06:13
BEN02606,Aditya Malhotra,3-5 years,54,Male,Assam,3,6,37.6,1720.0,0.92,32,35.0,Medium,2025-12-26 16:06:13
BEN02607,Myra Desai,3-5 years,45,Female,Tamil Nadu,3,6,56.5,1982.0,0.97,22,19.5,Low,2025-12-12 16:06:13
BEN02608,Anika Nair,6-12 years,103,Female,West Bengal,1,2,21.8,994.0,0.59,6,94.9,High,2025-12-19 16:06:13
BEN02609,Siya Yadav,6-12 years,106,Female,Punjab,3,1,18.4,994.0,0.52,27,87.2,High,2025-12-12 16:06:13
BEN02610,Atharva Mehta,6-12 years,75,Male,Gujarat,2,6,43.2,1582.0,0.76,29,27.9,Low,2025-12-17 16:06:13
BEN02611,Avni Mehta,3-5 years,57,Female,Assam,2,6,51.9,2116.0,0.97,1,28.7,Low,2025-12-14 16:06:13
BEN02612,Sara Iyer,0-2 years,8,Female,Jammu and Kashmir,3,5,37.6,1910.0,1.0,27,37.7,Medium,2025-12-23 16:06:13
BEN02613,Ved Reddy,6-12 years,142,Male,Odisha,3,7,51.1,2152.0,0.89,25,25.4,Low,2025-12-09 16:06:13
BEN02614,Vivaan Patel,6-12 years,137,Male,Maharashtra,3,2,28.2,1248.0,0.68,33,82.8,High,2025-12-15 16:06:13
BEN02615,Reyansh Chopra,13-18 years,214,Male,Rajasthan,2,7,59.5,1798.0,0.95,33,36.0,Medium,2025-12-10 16:06:13
BEN02616,Krishna Mehta,6-12 years,97,Male,Tamil Nadu,3,6,40.4,1900.0,0.92,1,11.9,Low,2025-12-19 16:06:13
BEN02617,Siya Shah,6-12 years,115,Female,Jammu and Kashmir,2,6,39.5,1960.0,0.9,36,46.5,Medium,2025-12-26 16:06:13
BEN02618,Ananya Kumar,6-12 years,79,Female,Odisha,2,2,15.8,1097.0,0.62,36,100.0,High,2026-01-01 16:06:13
BEN02619,Saanvi Malhotra,13-18 years,180,Female,Telangana,4,7,58.2,1642.0,0.88,41,12.9,Low,2025-12-29 16:06:13
BEN02620,Aditya Shah,13-18 years,204,Male,Jammu and Kashmir,3,6,46.9,1735.0,0.82,25,24.6,Low,2025-12-12 16:06:13
BEN02621,Aaradhya Nair,13-18 years,216,Female,NCT Delhi,2,2,28.7,1154.0,0.4,23,100.0,High,2025-12-16 16:06:13
BEN02622,Ved Chopra,6-12 years,121,Male,Haryana,3,6,55.9,1884.0,0.91,34,21.4,Low,2025-12-10 16:06:13
BEN02623,Aditi Das,13-18 years,167,Female,Maharashtra,4,7,57.6,1939.0,0.99,42,10.8,Low,2025-12-26 16:06:13
BEN02624,Kiara Nair,6-12 years,82,Female,Gujarat,3,4,45.5,1730.0,0.96,43,32.0,Medium,2025-12-15 16:06:13
BEN02625,Diya Iyer,3-5 years,36,Female,Odisha,3,7,41.7,1831.0,0.96,34,18.7,Low,2025-12-12 16:06:13
BEN02626,Sara Malhotra,6-12 years,113,Female,Jharkhand,4,4,58.6,1651.0,0.95,36,28.2,Low,2025-12-24 16:06:13
BEN02627,Pihu Das,3-5 years,58,Female,Tamil Nadu,3,6,55.9,1688.0,0.96,39,20.6,Low,2025-12-09 16:06:13
BEN02628,Arnav Nair,3-5 years,40,Male,NCT Delhi,4,4,57.8,1602.0,0.76,20,16.7,Low,2025-12-19 16:06:13
BEN02629,Muhammad Reddy,3-5 years,38,Male,Uttar Pradesh,1,2,25.5,1016.0,0.68,16,97.3,High,2025-12-27 16:06:13
BEN02630,Zoya Khan,3-5 years,49,Female,Haryana,2,4,46.2,1626.0,0.85,37,50.4,Medium,2025-12-30 16:06:13
BEN02631,Arnav Patel,6-12 years,119,Male,Uttar Pradesh,2,3,19.4,1216.0,0.45,32,100.0,High,2025-12-14 16:06:13
BEN02632,Aadhya Malhotra,6-12 years,103,Female,Rajasthan,3,4,54.8,1655.0,0.88,31,40.6,Medium,2025-12-12 16:06:13
BEN02633,Ananya Rao,13-18 years,202,Female,West Bengal,3,4,48.4,1898.0,0.88,11,33.5,Medium,2025-12-24 16:06:13
BEN02634,Shaurya Iyer,6-12 years,91,Male,Telangana,3,5,40.6,1786.0,0.82,9,20.4,Low,2025-12-16 16:06:13
BEN02635,Zoya Pandey,6-12 years,130,Female,Maharashtra,2,2,22.6,990.0,0.59,41,100.0,High,2025-12-14 16:06:13
BEN02636,Shaurya Nair,13-18 years,167,Male,Rajasthan,3,4,35.6,1781.0,0.81,20,44.1,Medium,2025-12-09 16:06:13
BEN02637,Ayaan Yadav,0-2 years,3,Male,Jammu and Kashmir,3,5,35.9,1910.0,0.75,30,41.1,Medium,2025-12-14 16:06:13
BEN02638,Krishna Chopra,3-5 years,43,Male,Kerala,4,6,35.1,1550.0,0.91,9,17.0,Low,2025-12-07 16:06:13
BEN02639,Reyansh Iyer,6-12 years,122,Male,Maharashtra,2,4,47.2,2111.0,0.82,13,60.6,High,2025-12-15 16:06:13
BEN02640,Muhammad Patel,0-2 years,11,Male,Chhattisgarh,3,2,27.6,1141.0,0.35,20,79.6,High,2025-12-05 16:06:13
BEN02641,Shaurya Malhotra,6-12 years,129,Male,Madhya Pradesh,3,4,38.6,2084.0,0.89,15,44.1,Medium,2025-12-15 16:06:13
BEN02642,Atharva Chopra,3-5 years,56,Male,Rajasthan,3,4,40.0,2047.0,0.76,14,40.1,Medium,2025-12-28 16:06:13
BEN02643,Krishna Verma,13-18 years,208,Male,Uttar Pradesh,2,5,51.0,1769.0,0.79,21,52.0,Medium,2025-12-06 16:06:13
BEN02644,Vivaan Joshi,0-2 years,3,Male,Gujarat,4,5,46.9,1857.0,0.93,18,13.4,Low,2025-12-24 16:06:13
BEN02645,Muhammad Nair,3-5 years,47,Male,Madhya Pradesh,3,4,50.3,1974.0,0.75,0,33.7,Medium,2025-12-07 16:06:13
BEN02646,Aadhya Malhotra,3-5 years,50,Female,Kerala,3,7,39.1,1820.0,0.78,21,21.8,Low,2025-12-19 16:06:13
BEN02647,Syed Reddy,6-12 years,113,Male,Madhya Pradesh,3,4,48.2,1637.0,0.78,0,23.9,Low,2025-12-05 16:06:13
BEN02648,Myra Nair,3-5 years,41,Female,Karnataka,3,3,17.9,1224.0,0.59,44,75.4,High,2025-12-16 16:06:13
BEN02649,Ishaan Mehta,0-2 years,22,Male,Gujarat,2,1,23.2,933.0,0.46,6,98.8,High,2025-12-29 16:06:13
BEN02650,Arjun Pandey,3-5 years,45,Male,Tamil Nadu,2,2,27.7,980.0,0.35,23,100.0,High,2025-12-16 16:06:13
BEN02651,Anika Shah,3-5 years,47,Female,Jharkhand,3,5,52.3,1757.0,0.77,12,28.5,Low,2025-12-19 16:06:13
BEN02652,Krishna Chopra,3-5 years,59,Male,NCT Delhi,3,6,39.5,1780.0,0.82,28,34.6,Medium,2026-01-01 16:06:13
BEN02653,Myra Gupta,3-5 years,37,Female,NCT Delhi,3,5,45.9,1825.0,0.88,27,24.2,Low,2025-12-13 16:06:13
BEN02654,Krishna Das,6-12 years,125,Male,Punjab,4,4,45.4,1822.0,0.9,7,16.5,Low,2025-12-24 16:06:13
BEN02655,Aadhya Verma,6-12 years,109,Female,Odisha,3,5,35.1,1997.0,0.87,40,39.9,Medium,2025-12-28 16:06:13
BEN02656,Pihu Singh,13-18 years,211,Female,Madhya Pradesh,3,5,55.2,1539.0,0.8,19,32.9,Medium,2025-12-13 16:06:13
BEN02657,Aarav Patel,6-12 years,129,Male,Assam,3,6,36.5,1567.0,0.85,17,35.0,Medium,2025-12-23 16:06:13
BEN02658,Ayaan Gupta,0-2 years,4,Male,Andhra Pradesh,1,3,19.8,858.0,0.67,13,84.0,High,2025-12-20 16:06:13
BEN02659,Krishna Yadav,6-12 years,139,Male,Tamil Nadu,3,7,49.2,1568.0,0.97,12,14.3,Low,2026-01-03 16:06:13
BEN02660,Diya Shah,0-2 years,7,Female,West Bengal,2,1,22.1,1155.0,0.32,0,95.4,High,2025-12-07 16:06:13
BEN02661,Aarav Rao,0-2 years,24,Male,Andhra Pradesh,1,2,21.5,936.0,0.48,2,92.0,High,2025-12-26 16:06:13
BEN02662,Vivaan Mehta,0-2 years,3,Male,Madhya Pradesh,3,4,39.2,1591.0,0.9,13,43.5,Medium,2025-12-17 16:06:13
BEN02663,Advaith Joshi,6-12 years,95,Male,Kerala,3,5,55.0,2003.0,0.89,2,24.9,Low,2025-12-19 16:06:13
BEN02664,Diya Malhotra,6-12 years,141,Female,Kerala,2,7,54.9,1702.0,1.0,14,25.4,Low,2025-12-06 16:06:13
BEN02665,Kiara Sharma,6-12 years,125,Female,Rajasthan,3,6,55.9,2001.0,0.91,16,20.1,Low,2025-12-25 16:06:13
BEN02666,Anika Pandey,3-5 years,55,Female,Gujarat,3,6,57.2,1588.0,0.86,37,18.7,Low,2025-12-28 16:06:13
BEN02667,Reyansh Malhotra,13-18 years,198,Male,Rajasthan,3,6,37.2,2068.0,0.98,2,29.8,Low,2025-12-10 16:06:13
BEN02668,Krishna Singh,3-5 years,59,Male,Uttar Pradesh,1,1,12.6,945.0,0.36,14,100.0,High,2025-12-18 16:06:13
BEN02669,Riya Malhotra,13-18 years,212,Female,Tamil Nadu,3,5,38.0,1958.0,0.87,38,38.4,Medium,2025-12-07 16:06:13
BEN02670,Ishita Das,13-18 years,203,Female,Haryana,1,3,26.8,1092.0,0.69,0,96.4,High,2025-12-24 16:06:13
BEN02671,Aditya Verma,13-18 years,189,Male,Bihar,3,5,39.9,1960.0,0.77,37,41.3,Medium,2025-12-19 16:06:13
BEN02672,Krishna Kumar,6-12 years,93,Male,Kerala,3,6,44.4,1609.0,0.96,30,23.2,Low,2025-12-15 16:06:13
BEN02673,Ishita Desai,0-2 years,14,Female,Tamil Nadu,3,5,49.5,1937.0,0.93,33,22.9,Low,2025-12-25 16:06:13
BEN02674,Sai Khan,3-5 years,36,Male,NCT Delhi,3,4,40.7,1885.0,0.77,40,29.8,Low,2025-12-18 16:06:13
BEN02675,Saanvi Das,6-12 years,96,Female,West Bengal,4,6,57.6,1596.0,0.87,39,14.2,Low,2025-12-31 16:06:13
BEN02676,Syed Desai,6-12 years,112,Male,Karnataka,4,4,42.1,1775.0,0.89,22,13.2,Low,2025-12-29 16:06:13
BEN02677,Pari Chopra,0-2 years,21,Female,Telangana,2,1,15.2,1090.0,0.6,3,82.9,High,2025-12-07 16:06:13
BEN02678,Atharva Iyer,13-18 years,173,Male,Haryana,3,4,54.0,2106.0,0.75,21,37.2,Medium,2025-12-11 16:06:13
BEN02679,Ayaan Kumar,0-2 years,15,Male,Telangana,3,3,17.8,814.0,0.68,8,69.9,High,2025-12-31 16:06:13
BEN02680,Angel Patel,13-18 years,166,Female,NCT Delhi,3,7,35.4,1555.0,0.9,26,28.7,Low,2025-12-11 16:06:13
BEN02681,Anika Malhotra,0-2 years,17,Female,Kerala,4,4,47.6,2146.0,0.86,11,19.8,Low,2025-12-05 16:06:13
BEN02682,Ayaan Yadav,6-12 years,139,Male,Tamil Nadu,2,7,44.7,1652.0,0.98,1,31.8,Medium,2025-12-20 16:06:13
BEN02683,Aditi Desai,3-5 years,56,Female,Uttar Pradesh,2,1,20.0,1172.0,0.61,2,92.0,High,2025-12-20 16:06:13
BEN02684,Shaurya Das,6-12 years,140,Male,Kerala,3,4,38.4,1624.0,0.87,37,54.4,Medium,2025-12-22 16:06:13
BEN02685,Krishna Khan,3-5 years,39,Male,Jharkhand,3,5,50.0,1686.0,0.94,27,21.1,Low,2025-12-10 16:06:13
BEN02686,Muhammad Rao,6-12 years,121,Male,West Bengal,3,5,44.5,1667.0,0.77,38,30.0,Low,2025-12-06 16:06:13
BEN02687,Sara Joshi,13-18 years,211,Female,Punjab,4,5,53.3,1529.0,0.79,16,23.3,Low,2025-12-10 16:06:13
BEN02688,Advaith Desai,13-18 years,194,Male,Rajasthan,3,7,58.7,2143.0,0.81,6,12.7,Low,2025-12-26 16:06:13
BEN02689,Myra Mehta,3-5 years,42,Female,Bihar,1,2,24.1,1207.0,0.32,7,88.7,High,2025-12-16 16:06:13
BEN02690,Arnav Shah,6-12 years,127,Male,Karnataka,4,6,41.6,2151.0,0.91,7,11.4,Low,2025-12-15 16:06:13
BEN02691,Arjun Verma,0-2 years,16,Male,Haryana,4,6,57.2,1993.0,0.77,32,11.5,Low,2025-12-19 16:06:13
BEN02692,Aarav Patel,3-5 years,37,Male,Uttar Pradesh,2,6,38.5,1990.0,0.96,36,51.5,Medium,2025-12-08 16:06:13
BEN02693,Aditya Rao,6-12 years,110,Male,Haryana,3,4,39.9,1947.0,0.78,15,33.6,Medium,2025-12-06 16:06:13
BEN02694,Pihu Verma,3-5 years,46,Female,Uttar Pradesh,3,6,50.7,1855.0,0.93,16,10.2,Low,2025-12-26 16:06:13
BEN02695,Aaradhya Yadav,0-2 years,2,Female,NCT Delhi,3,6,46.2,2149.0,0.82,12,25.2,Low,2026-01-03 16:06:13
BEN02696,Prisha Pandey,6-12 years,105,Female,Haryana,2,1,11.0,1093.0,0.63,16,95.7,High,2025-12-08 16:06:13
BEN02697,Vivaan Malhotra,3-5 years,52,Male,Punjab,4,4,35.7,1546.0,0.88,6,22.4,Low,2026-01-01 16:06:13
BEN02698,Arnav Yadav,0-2 years,2,Male,NCT Delhi,3,4,54.3,1822.0,0.93,22,28.4,Low,2025-12-24 16:06:13
BEN02699,Sai Patel,6-12 years,129,Male,Bihar,3,5,48.4,1586.0,0.96,30,29.5,Low,2025-12-31 16:06:13
BEN02700,Pranav Iyer,3-5 years,37,Male,Haryana,1,3,12.2,969.0,0.43,10,98.9,High,2025-12-23 16:06:13
BEN02701,Krishna Pandey,3-5 years,51,Male,Assam,3,5,40.5,2146.0,0.75,42,32.4,Medium,2025-12-25 16:06:13
BEN02702,Reyansh Singh,6-12 years,95,Male,Karnataka,3,7,35.1,1736.0,0.87,29,25.6,Low,2025-12-12 16:06:13
BEN02703,Kiara Patel,3-5 years,49,Female,Andhra Pradesh,2,5,45.2,1873.0,0.87,36,44.1,Medium,2025-12-18 16:06:13
BEN02704,Advaith Reddy,0-2 years,3,Male,Rajasthan,2,1,20.9,847.0,0.51,35,95.6,High,2025-12-26 16:06:13
BEN02705,Vivaan Shah,3-5 years,50,Male,Andhra Pradesh,3,6,58.5,1702.0,0.92,18,21.3,Low,2025-12-15 16:06:13
BEN02706,Saanvi Gupta,3-5 years,44,Female,Haryana,3,4,49.9,1749.0,0.86,24,38.7,Medium,2025-12-25 16:06:13
BEN02707,Kiara Khan,6-12 years,138,Female,Gujarat,4,7,40.6,1877.0,0.81,34,6.4,Low,2025-12-24 16:06:13
BEN02708,Ayaan Malhotra,6-12 years,113,Male,Karnataka,1,2,12.6,932.0,0.6,5,90.0,High,2025-12-29 16:06:13
BEN02709,Pari Sharma,3-5 years,50,Female,Bihar,2,6,54.2,1621.0,0.85,7,30.9,Medium,2025-12-23 16:06:13
BEN02710,Arjun Desai,0-2 years,17,Male,Punjab,3,5,56.2,1883.0,0.9,25,34.8,Medium,2026-01-02 16:06:13
BEN02711,Ananya Kumar,0-2 years,23,Female,Gujarat,3,1,18.6,1176.0,0.63,2,77.7,High,2025-12-08 16:06:13
BEN02712,Arjun Joshi,3-5 years,59,Male,Bihar,3,1,14.4,1061.0,0.33,26,94.8,High,2025-12-18 16:06:13
BEN02713,Pari Gupta,3-5 years,46,Female,Jharkhand,2,5,46.9,1718.0,0.82,4,34.0,Medium,2025-12-18 16:06:13
BEN02714,Arnav Verma,6-12 years,137,Male,Odisha,3,4,56.2,1540.0,0.95,40,37.3,Medium,2025-12-08 16:06:13
BEN02715,Sara Chopra,3-5 years,40,Female,Kerala,2,3,14.2,1033.0,0.61,14,90.4,High,2025-12-31 16:06:13
BEN02716,Pihu Iyer,13-18 years,207,Female,Karnataka,3,6,56.4,2195.0,0.92,22,33.7,Medium,2025-12-10 16:06:13
BEN02717,Arjun Kumar,3-5 years,49,Male,Rajasthan,3,2,28.3,864.0,0.6,40,80.6,High,2025-12-11 16:06:13
BEN02718,Navya Singh,3-5 years,42,Female,Gujarat,2,1,17.3,1058.0,0.34,16,100.0,High,2025-12-07 16:06:13
BEN02719,Prisha Verma,13-18 years,164,Female,Uttar Pradesh,3,5,54.5,1942.0,0.81,41,37.1,Medium,2025-12-12 16:06:13
BEN02720,Vivaan Singh,3-5 years,49,Male,Bihar,3,4,57.7,2102.0,0.76,6,28.3,Low,2025-12-26 16:06:13
BEN02721,Shaurya Reddy,3-5 years,36,Male,Tamil Nadu,2,3,22.5,1389.0,0.32,24,89.6,High,2025-12-11 16:06:13
BEN02722,Aadhya Singh,3-5 years,36,Female,NCT Delhi,3,1,26.9,1350.0,0.63,13,68.3,High,2025-12-31 16:06:13
BEN02723,Riya Shah,3-5 years,55,Female,Telangana,4,6,38.8,1898.0,0.78,7,13.7,Low,2025-12-23 16:06:13
BEN02724,Ved Das,3-5 years,37,Male,Rajasthan,3,5,40.7,2082.0,0.93,42,23.9,Low,2025-12-24 16:06:13
BEN02725,Sai Joshi,3-5 years,52,Male,Punjab,1,1,13.4,1236.0,0.32,41,100.0,High,2025-12-07 16:06:13
BEN02726,Ishita Kumar,6-12 years,95,Female,Bihar,4,4,44.4,1602.0,0.79,8,20.2,Low,2026-01-03 16:06:13
BEN02727,Aditi Kumar,13-18 years,202,Female,Jharkhand,2,7,37.6,1918.0,0.93,0,35.9,Medium,2025-12-09 16:06:13
BEN02728,Reyansh Reddy,13-18 years,207,Male,Andhra Pradesh,3,7,47.1,1947.0,0.99,40,22.0,Low,2025-12-06 16:06:13
BEN02729,Aadhya Das,3-5 years,59,Female,Odisha,4,4,50.2,2142.0,0.99,3,13.2,Low,2025-12-09 16:06:13
BEN02730,Diya Iyer,13-18 years,213,Female,Maharashtra,3,4,58.6,1720.0,0.83,15,30.3,Medium,2025-12-17 16:06:13
BEN02731,Arnav Iyer,6-12 years,129,Male,Punjab,3,6,42.6,1620.0,0.97,3,23.7,Low,2025-12-10 16:06:13
BEN02732,Ishaan Patel,13-18 years,200,Male,Andhra Pradesh,3,2,20.2,899.0,0.35,37,100.0,High,2025-12-23 16:06:13
BEN02733,Kiara Shah,13-18 years,210,Female,NCT Delhi,2,5,48.1,1715.0,0.76,6,42.5,Medium,2025-12-24 16:06:13
BEN02734,Ananya Nair,3-5 years,39,Female,NCT Delhi,3,5,52.7,1760.0,0.92,11,12.5,Low,2025-12-23 16:06:13
BEN02735,Arnav Reddy,3-5 years,50,Male,Andhra Pradesh,2,6,50.0,1655.0,0.89,42,48.1,Medium,2025-12-31 16:06:13
BEN02736,Ayaan Yadav,3-5 years,47,Male,Maharashtra,2,3,10.0,1158.0,0.38,14,89.7,High,2025-12-12 16:06:13
BEN02737,Muhammad Shah,0-2 years,20,Male,NCT Delhi,3,5,58.9,1710.0,0.86,21,17.0,Low,2025-12-25 16:06:13
BEN02738,Ananya Rao,13-18 years,214,Female,Karnataka,3,5,57.8,1951.0,0.89,15,23.5,Low,2025-12-17 16:06:13
BEN02739,Ananya Chopra,13-18 years,162,Female,Jharkhand,3,1,12.2,1370.0,0.68,35,90.4,High,2026-01-01 16:06:13
BEN02740,Prisha Verma,3-5 years,57,Female,Jammu and Kashmir,2,2,27.8,802.0,0.51,39,98.6,High,2026-01-02 16:06:13
BEN02741,Arnav Mehta,6-12 years,89,Male,Odisha,2,7,37.2,2194.0,0.95,27,38.8,Medium,2025-12-31 16:06:13
BEN02742,Arnav Verma,3-5 years,57,Male,Punjab,2,6,54.2,2173.0,0.82,0,32.4,Medium,2026-01-02 16:06:13
BEN02743,Ved Rao,0-2 years,15,Male,Punjab,3,6,48.1,1987.0,0.95,27,22.1,Low,2026-01-01 16:06:13
BEN02744,Zoya Das,3-5 years,44,Female,Madhya Pradesh,3,1,14.2,1329.0,0.32,20,92.3,High,2025-12-29 16:06:13
BEN02745,Arjun Yadav,13-18 years,187,Male,Madhya Pradesh,3,6,49.2,2046.0,0.98,0,12.0,Low,2025-12-29 16:06:13
BEN02746,Muhammad Kumar,6-12 years,139,Male,Maharashtra,3,5,55.5,2120.0,0.91,22,22.7,Low,2025-12-15 16:06:13
BEN02747,Pranav Reddy,13-18 years,193,Male,Punjab,3,1,25.5,955.0,0.45,22,98.7,High,2025-12-11 16:06:13
BEN02748,Muhammad Reddy,6-12 years,82,Male,Kerala,3,4,54.0,1680.0,0.79,31,40.7,Medium,2025-12-27 16:06:13
BEN02749,Pari Rao,13-18 years,180,Female,Jharkhand,3,6,55.7,2174.0,0.8,36,20.3,Low,2025-12-17 16:06:13
BEN02750,Dhruv Reddy,6-12 years,74,Male,Odisha,3,7,54.6,2006.0,0.92,3,13.8,Low,2025-12-05 16:06:13
BEN02751,Kiara Rao,6-12 years,83,Female,Haryana,2,3,23.4,1154.0,0.53,33,98.6,High,2025-12-07 16:06:13
BEN02752,Ananya Pandey,0-2 years,18,Female,Uttar Pradesh,3,7,50.6,1862.0,0.83,29,13.8,Low,2025-12-07 16:06:13
BEN02753,Advaith Reddy,0-2 years,12,Male,Karnataka,3,5,51.2,2022.0,0.92,23,26.1,Low,2026-01-03 16:06:13
BEN02754,Ved Das,0-2 years,6,Male,Maharashtra,1,1,26.5,1295.0,0.46,28,100.0,High,2025-12-29 16:06:13
BEN02755,Pari Verma,6-12 years,128,Female,Telangana,4,5,41.3,1517.0,0.88,29,29.5,Low,2025-12-25 16:06:13
BEN02756,Arjun Shah,0-2 years,17,Male,Jharkhand,1,3,21.8,813.0,0.65,12,83.9,High,2025-12-18 16:06:13
